Municipality name,party_name,Votes
Neder-Betuwe,Staatkundig Gereformeerde Partij (SGP),4786
Neder-Betuwe,VVD,2381
Neder-Betuwe,PVV (Partij voor de Vrijheid),1722
Neder-Betuwe,CDA,1236
Neder-Betuwe,Forum voor Democratie,777
Neder-Betuwe,D66,758
Neder-Betuwe,ChristenUnie,742
Neder-Betuwe,Partij van de Arbeid (P.v.d.A.),681
Neder-Betuwe,SP (Socialistische Partij),474
Neder-Betuwe,JA21,285
Neder-Betuwe,GROENLINKS,189
Neder-Betuwe,Partij voor de Dieren,187
Neder-Betuwe,50PLUS,109
Neder-Betuwe,BBB,106
Neder-Betuwe,Volt,86
Neder-Betuwe,DENK,33
Neder-Betuwe,CODE ORANJE,28
Neder-Betuwe,Trots op Nederland (TROTS),25
Neder-Betuwe,OPRECHT,20
Neder-Betuwe,Splinter,17
Neder-Betuwe,JEZUS LEEFT,16
Neder-Betuwe,BIJ1,14
Neder-Betuwe,NIDA,13
Neder-Betuwe,Piratenpartij,13
Neder-Betuwe,JONG,11
Neder-Betuwe,DE FEESTPARTIJ (DFP),8
Neder-Betuwe,NLBeter,8
Neder-Betuwe,Lijst Henk Krol,4
Neder-Betuwe,LP (Libertaire Partij),3
Neder-Betuwe,"Blanco (Zeven, A.J.L.B.)",2
Nederweert,VVD,2761
Nederweert,CDA,1704
Nederweert,PVV (Partij voor de Vrijheid),1515
Nederweert,D66,1278
Nederweert,SP (Socialistische Partij),741
Nederweert,Forum voor Democratie,543
Nederweert,Partij van de Arbeid (P.v.d.A.),526
Nederweert,GROENLINKS,320
Nederweert,JA21,301
Nederweert,BBB,295
Nederweert,Partij voor de Dieren,260
Nederweert,50PLUS,137
Nederweert,Volt,129
Nederweert,ChristenUnie,70
Nederweert,CODE ORANJE,50
Nederweert,JONG,26
Nederweert,Trots op Nederland (TROTS),23
Nederweert,Piratenpartij,20
Nederweert,Splinter,16
Nederweert,DENK,13
Nederweert,BIJ1,12
Nederweert,"Blanco (Zeven, A.J.L.B.)",11
Nederweert,DE FEESTPARTIJ (DFP),11
Nederweert,Lijst Henk Krol,11
Nederweert,NLBeter,10
Nederweert,Staatkundig Gereformeerde Partij (SGP),10
Nederweert,OPRECHT,3
Nederweert,LP (Libertaire Partij),2
Nederweert,NIDA,2
Nederweert,Partij van de Eenheid,0
Nederweert,Wij zijn Nederland,0
Nieuwegein,VVD,9078
Nieuwegein,D66,5376
Nieuwegein,PVV (Partij voor de Vrijheid),4551
Nieuwegein,CDA,2900
Nieuwegein,SP (Socialistische Partij),2457
Nieuwegein,Partij van de Arbeid (P.v.d.A.),2298
Nieuwegein,GROENLINKS,1891
Nieuwegein,Forum voor Democratie,1731
Nieuwegein,Partij voor de Dieren,1408
Nieuwegein,ChristenUnie,995
Nieuwegein,JA21,924
Nieuwegein,DENK,856
Nieuwegein,Volt,750
Nieuwegein,50PLUS,575
Nieuwegein,BIJ1,352
Nieuwegein,Staatkundig Gereformeerde Partij (SGP),208
Nieuwegein,NIDA,157
Nieuwegein,CODE ORANJE,132
Nieuwegein,Splinter,123
Nieuwegein,Piratenpartij,109
Nieuwegein,BBB,94
Nieuwegein,Trots op Nederland (TROTS),73
Nieuwegein,JONG,72
Nieuwegein,Lijst Henk Krol,41
Nieuwegein,NLBeter,31
Nieuwegein,LP (Libertaire Partij),27
Nieuwegein,JEZUS LEEFT,23
Nieuwegein,DE FEESTPARTIJ (DFP),21
Nieuwegein,OPRECHT,19
Nieuwegein,Vrij en Sociaal Nederland,12
Nieuwegein,U-Buntu Connected Front,10
Nieuwkoop,VVD,5803
Nieuwkoop,CDA,2511
Nieuwkoop,D66,2280
Nieuwkoop,PVV (Partij voor de Vrijheid),1945
Nieuwkoop,Forum voor Democratie,975
Nieuwkoop,JA21,768
Nieuwkoop,SP (Socialistische Partij),656
Nieuwkoop,Partij van de Arbeid (P.v.d.A.),540
Nieuwkoop,GROENLINKS,515
Nieuwkoop,ChristenUnie,507
Nieuwkoop,Partij voor de Dieren,473
Nieuwkoop,BBB,395
Nieuwkoop,Staatkundig Gereformeerde Partij (SGP),314
Nieuwkoop,Volt,275
Nieuwkoop,50PLUS,220
Nieuwkoop,DENK,85
Nieuwkoop,CODE ORANJE,80
Nieuwkoop,Splinter,62
Nieuwkoop,JONG,42
Nieuwkoop,BIJ1,37
Nieuwkoop,Piratenpartij,31
Nieuwkoop,"Blanco (Zeven, A.J.L.B.)",27
Nieuwkoop,NLBeter,27
Nieuwkoop,LP (Libertaire Partij),15
Nieuwkoop,Lijst Henk Krol,13
Nieuwkoop,NIDA,11
Nieuwkoop,JEZUS LEEFT,6
Nieuwkoop,OPRECHT,5
Nieuwkoop,Modern Nederland,1
Nieuwkoop,U-Buntu Connected Front,0
Nijkerk,VVD,6648
Nijkerk,CDA,3700
Nijkerk,ChristenUnie,2990
Nijkerk,PVV (Partij voor de Vrijheid),2895
Nijkerk,D66,2751
Nijkerk,Staatkundig Gereformeerde Partij (SGP),1735
Nijkerk,Forum voor Democratie,1424
Nijkerk,Partij van de Arbeid (P.v.d.A.),929
Nijkerk,SP (Socialistische Partij),882
Nijkerk,GROENLINKS,714
Nijkerk,JA21,684
Nijkerk,Partij voor de Dieren,576
Nijkerk,BBB,331
Nijkerk,Volt,309
Nijkerk,DENK,283
Nijkerk,50PLUS,185
Nijkerk,NIDA,94
Nijkerk,"Blanco (Zeven, A.J.L.B.)",79
Nijkerk,CODE ORANJE,73
Nijkerk,BIJ1,53
Nijkerk,Trots op Nederland (TROTS),52
Nijkerk,Piratenpartij,45
Nijkerk,Splinter,45
Nijkerk,JONG,32
Nijkerk,JEZUS LEEFT,23
Nijkerk,Lijst Henk Krol,15
Nijkerk,LP (Libertaire Partij),12
Nijkerk,OPRECHT,10
Nijkerk,NLBeter,7
Nijkerk,U-Buntu Connected Front,0
Nijmegen,D66,25762
Nijmegen,VVD,15731
Nijmegen,GROENLINKS,14744
Nijmegen,PVV (Partij voor de Vrijheid),8503
Nijmegen,SP (Socialistische Partij),7684
Nijmegen,Partij van de Arbeid (P.v.d.A.),7310
Nijmegen,Partij voor de Dieren,6752
Nijmegen,Volt,5629
Nijmegen,CDA,5342
Nijmegen,Forum voor Democratie,3576
Nijmegen,DENK,1962
Nijmegen,BIJ1,1497
Nijmegen,JA21,1385
Nijmegen,ChristenUnie,1352
Nijmegen,50PLUS,773
Nijmegen,NIDA,383
Nijmegen,Splinter,376
Nijmegen,Piratenpartij,347
Nijmegen,CODE ORANJE,243
Nijmegen,JONG,182
Nijmegen,"Blanco (Zeven, A.J.L.B.)",177
Nijmegen,Staatkundig Gereformeerde Partij (SGP),167
Nijmegen,BBB,159
Nijmegen,Trots op Nederland (TROTS),108
Nijmegen,NLBeter,95
Nijmegen,LP (Libertaire Partij),74
Nijmegen,DE FEESTPARTIJ (DFP),51
Nijmegen,Lijst Henk Krol,51
Nijmegen,OPRECHT,32
Nijmegen,JEZUS LEEFT,24
Nissewaard,VVD,10799
Nissewaard,PVV (Partij voor de Vrijheid),8494
Nissewaard,D66,4729
Nissewaard,SP (Socialistische Partij),3876
Nissewaard,Forum voor Democratie,3868
Nissewaard,CDA,3090
Nissewaard,Partij van de Arbeid (P.v.d.A.),2959
Nissewaard,JA21,2193
Nissewaard,Partij voor de Dieren,1652
Nissewaard,GROENLINKS,1432
Nissewaard,ChristenUnie,1121
Nissewaard,50PLUS,794
Nissewaard,DENK,572
Nissewaard,Volt,489
Nissewaard,BIJ1,423
Nissewaard,CODE ORANJE,409
Nissewaard,Staatkundig Gereformeerde Partij (SGP),343
Nissewaard,BBB,207
Nissewaard,Splinter,141
Nissewaard,NIDA,111
Nissewaard,Piratenpartij,106
Nissewaard,JONG,80
Nissewaard,Lijst Henk Krol,78
Nissewaard,NLBeter,51
Nissewaard,"Blanco (Zeven, A.J.L.B.)",43
Nissewaard,JEZUS LEEFT,38
Nissewaard,OPRECHT,32
Nissewaard,Wij zijn Nederland,25
Nissewaard,LP (Libertaire Partij),23
Nissewaard,Modern Nederland,4
Noardeast-Fryslân,CDA,6185
Noardeast-Fryslân,VVD,3903
Noardeast-Fryslân,PVV (Partij voor de Vrijheid),3328
Noardeast-Fryslân,Forum voor Democratie,2450
Noardeast-Fryslân,D66,2219
Noardeast-Fryslân,ChristenUnie,2192
Noardeast-Fryslân,SP (Socialistische Partij),1771
Noardeast-Fryslân,Partij van de Arbeid (P.v.d.A.),1510
Noardeast-Fryslân,BBB,958
Noardeast-Fryslân,Partij voor de Dieren,797
Noardeast-Fryslân,GROENLINKS,707
Noardeast-Fryslân,JA21,544
Noardeast-Fryslân,Staatkundig Gereformeerde Partij (SGP),442
Noardeast-Fryslân,Volt,260
Noardeast-Fryslân,50PLUS,204
Noardeast-Fryslân,CODE ORANJE,84
Noardeast-Fryslân,Splinter,71
Noardeast-Fryslân,Piratenpartij,60
Noardeast-Fryslân,NLBeter,40
Noardeast-Fryslân,Trots op Nederland (TROTS),40
Noardeast-Fryslân,BIJ1,35
Noardeast-Fryslân,JEZUS LEEFT,27
Noardeast-Fryslân,JONG,20
Noardeast-Fryslân,DENK,19
Noardeast-Fryslân,Lijst Henk Krol,13
Noardeast-Fryslân,NIDA,8
Noardeast-Fryslân,LP (Libertaire Partij),7
Noardeast-Fryslân,Vrij en Sociaal Nederland,7
Noardeast-Fryslân,Partij voor de Republiek,6
Noardeast-Fryslân,OPRECHT,4
Noardeast-Fryslân,De Groenen,2
Noord-Beveland,VVD,1293
Noord-Beveland,PVV (Partij voor de Vrijheid),601
Noord-Beveland,CDA,545
Noord-Beveland,D66,495
Noord-Beveland,Forum voor Democratie,298
Noord-Beveland,Partij van de Arbeid (P.v.d.A.),292
Noord-Beveland,SP (Socialistische Partij),269
Noord-Beveland,Partij voor de Dieren,249
Noord-Beveland,Staatkundig Gereformeerde Partij (SGP),191
Noord-Beveland,ChristenUnie,181
Noord-Beveland,JA21,174
Noord-Beveland,GROENLINKS,124
Noord-Beveland,BBB,84
Noord-Beveland,50PLUS,75
Noord-Beveland,Volt,55
Noord-Beveland,CODE ORANJE,19
Noord-Beveland,Splinter,13
Noord-Beveland,BIJ1,11
Noord-Beveland,Piratenpartij,11
Noord-Beveland,JEZUS LEEFT,6
Noord-Beveland,JONG,6
Noord-Beveland,Lijst Henk Krol,4
Noord-Beveland,OPRECHT,4
Noord-Beveland,NLBeter,3
Noord-Beveland,"Blanco (Zeven, A.J.L.B.)",2
Noord-Beveland,DENK,2
Noord-Beveland,Partij van de Eenheid,1
Noord-Beveland,LP (Libertaire Partij),0
Noord-Beveland,NIDA,0
Noordenveld,VVD,4438
Noordenveld,D66,3354
Noordenveld,Partij van de Arbeid (P.v.d.A.),2172
Noordenveld,PVV (Partij voor de Vrijheid),2049
Noordenveld,CDA,1911
Noordenveld,SP (Socialistische Partij),1500
Noordenveld,GROENLINKS,1167
Noordenveld,ChristenUnie,924
Noordenveld,Forum voor Democratie,884
Noordenveld,Partij voor de Dieren,833
Noordenveld,BBB,415
Noordenveld,JA21,411
Noordenveld,Volt,316
Noordenveld,50PLUS,200
Noordenveld,Staatkundig Gereformeerde Partij (SGP),110
Noordenveld,CODE ORANJE,74
Noordenveld,Splinter,62
Noordenveld,Piratenpartij,42
Noordenveld,Trots op Nederland (TROTS),37
Noordenveld,BIJ1,27
Noordenveld,"Blanco (Zeven, A.J.L.B.)",26
Noordenveld,JONG,16
Noordenveld,NLBeter,16
Noordenveld,DENK,10
Noordenveld,Lijst Henk Krol,10
Noordenveld,LP (Libertaire Partij),5
Noordenveld,OPRECHT,5
Noordenveld,JEZUS LEEFT,4
Noordenveld,NIDA,3
Noordenveld,Modern Nederland,1
Noordoostpolder,VVD,5861
Noordoostpolder,CDA,4581
Noordoostpolder,PVV (Partij voor de Vrijheid),3084
Noordoostpolder,D66,2618
Noordoostpolder,ChristenUnie,2070
Noordoostpolder,Forum voor Democratie,2009
Noordoostpolder,SP (Socialistische Partij),1446
Noordoostpolder,Partij van de Arbeid (P.v.d.A.),1232
Noordoostpolder,Staatkundig Gereformeerde Partij (SGP),1224
Noordoostpolder,BBB,768
Noordoostpolder,JA21,754
Noordoostpolder,GROENLINKS,715
Noordoostpolder,Partij voor de Dieren,578
Noordoostpolder,Volt,313
Noordoostpolder,DENK,227
Noordoostpolder,50PLUS,219
Noordoostpolder,CODE ORANJE,84
Noordoostpolder,Splinter,61
Noordoostpolder,JEZUS LEEFT,58
Noordoostpolder,BIJ1,49
Noordoostpolder,JONG,49
Noordoostpolder,NIDA,44
Noordoostpolder,Piratenpartij,39
Noordoostpolder,Lijst Henk Krol,32
Noordoostpolder,NLBeter,16
Noordoostpolder,LP (Libertaire Partij),14
Noordoostpolder,OPRECHT,9
Noordoostpolder,U-Buntu Connected Front,2
Noordoostpolder,Partij van de Eenheid,1
Noordwijk,VVD,8795
Noordwijk,D66,3992
Noordwijk,PVV (Partij voor de Vrijheid),3359
Noordwijk,CDA,2976
Noordwijk,Forum voor Democratie,1434
Noordwijk,SP (Socialistische Partij),1228
Noordwijk,JA21,1096
Noordwijk,Partij van de Arbeid (P.v.d.A.),1021
Noordwijk,GROENLINKS,1013
Noordwijk,Partij voor de Dieren,1013
Noordwijk,Volt,596
Noordwijk,ChristenUnie,456
Noordwijk,50PLUS,308
Noordwijk,CODE ORANJE,142
Noordwijk,BBB,102
Noordwijk,DENK,96
Noordwijk,Splinter,85
Noordwijk,Staatkundig Gereformeerde Partij (SGP),71
Noordwijk,BIJ1,61
Noordwijk,JONG,44
Noordwijk,NIDA,40
Noordwijk,"Blanco (Zeven, A.J.L.B.)",35
Noordwijk,Piratenpartij,31
Noordwijk,NLBeter,27
Noordwijk,Lijst Henk Krol,23
Noordwijk,LP (Libertaire Partij),21
Noordwijk,JEZUS LEEFT,10
Noordwijk,U-Buntu Connected Front,8
Noordwijk,OPRECHT,5
Noordwijk,Modern Nederland,3
"Nuenen, Gerwen en Nederwetten",VVD,4689
"Nuenen, Gerwen en Nederwetten",D66,3121
"Nuenen, Gerwen en Nederwetten",CDA,1788
"Nuenen, Gerwen en Nederwetten",PVV (Partij voor de Vrijheid),1334
"Nuenen, Gerwen en Nederwetten",SP (Socialistische Partij),974
"Nuenen, Gerwen en Nederwetten",Partij van de Arbeid (P.v.d.A.),774
"Nuenen, Gerwen en Nederwetten",GROENLINKS,755
"Nuenen, Gerwen en Nederwetten",Forum voor Democratie,575
"Nuenen, Gerwen en Nederwetten",Partij voor de Dieren,510
"Nuenen, Gerwen en Nederwetten",Volt,472
"Nuenen, Gerwen en Nederwetten",JA21,273
"Nuenen, Gerwen en Nederwetten",50PLUS,201
"Nuenen, Gerwen en Nederwetten",ChristenUnie,188
"Nuenen, Gerwen en Nederwetten",BBB,63
"Nuenen, Gerwen en Nederwetten",Splinter,46
"Nuenen, Gerwen en Nederwetten",CODE ORANJE,39
"Nuenen, Gerwen en Nederwetten",DENK,38
"Nuenen, Gerwen en Nederwetten",Lijst Henk Krol,36
"Nuenen, Gerwen en Nederwetten",BIJ1,29
"Nuenen, Gerwen en Nederwetten",Piratenpartij,29
"Nuenen, Gerwen en Nederwetten","Blanco (Zeven, A.J.L.B.)",18
"Nuenen, Gerwen en Nederwetten",Staatkundig Gereformeerde Partij (SGP),18
"Nuenen, Gerwen en Nederwetten",JONG,17
"Nuenen, Gerwen en Nederwetten",DE FEESTPARTIJ (DFP),16
"Nuenen, Gerwen en Nederwetten",Trots op Nederland (TROTS),13
"Nuenen, Gerwen en Nederwetten",NIDA,10
"Nuenen, Gerwen en Nederwetten",NLBeter,10
"Nuenen, Gerwen en Nederwetten",LP (Libertaire Partij),6
"Nuenen, Gerwen en Nederwetten",OPRECHT,5
"Nuenen, Gerwen en Nederwetten",JEZUS LEEFT,2
"Nuenen, Gerwen en Nederwetten",Partij van de Eenheid,0
Nunspeet,Staatkundig Gereformeerde Partij (SGP),4427
Nunspeet,VVD,3045
Nunspeet,ChristenUnie,2491
Nunspeet,CDA,2252
Nunspeet,PVV (Partij voor de Vrijheid),1764
Nunspeet,D66,1106
Nunspeet,Forum voor Democratie,850
Nunspeet,SP (Socialistische Partij),460
Nunspeet,Partij van de Arbeid (P.v.d.A.),394
Nunspeet,JA21,368
Nunspeet,Partij voor de Dieren,330
Nunspeet,GROENLINKS,309
Nunspeet,BBB,199
Nunspeet,Volt,131
Nunspeet,50PLUS,102
Nunspeet,DENK,49
Nunspeet,BIJ1,29
Nunspeet,Splinter,29
Nunspeet,CODE ORANJE,25
Nunspeet,Piratenpartij,21
Nunspeet,JONG,18
Nunspeet,JEZUS LEEFT,16
Nunspeet,Trots op Nederland (TROTS),15
Nunspeet,"Blanco (Zeven, A.J.L.B.)",13
Nunspeet,Lijst Henk Krol,10
Nunspeet,NLBeter,8
Nunspeet,LP (Libertaire Partij),5
Nunspeet,NIDA,3
Nunspeet,OPRECHT,3
Nunspeet,U-Buntu Connected Front,1
Oegstgeest,VVD,4061
Oegstgeest,D66,3902
Oegstgeest,CDA,1301
Oegstgeest,GROENLINKS,976
Oegstgeest,PVV (Partij voor de Vrijheid),866
Oegstgeest,Partij van de Arbeid (P.v.d.A.),858
Oegstgeest,Partij voor de Dieren,710
Oegstgeest,Volt,709
Oegstgeest,Forum voor Democratie,492
Oegstgeest,SP (Socialistische Partij),479
Oegstgeest,ChristenUnie,466
Oegstgeest,JA21,357
Oegstgeest,50PLUS,84
Oegstgeest,BIJ1,58
Oegstgeest,Staatkundig Gereformeerde Partij (SGP),56
Oegstgeest,DENK,55
Oegstgeest,Splinter,49
Oegstgeest,CODE ORANJE,38
Oegstgeest,BBB,29
Oegstgeest,NIDA,26
Oegstgeest,JONG,20
Oegstgeest,Piratenpartij,16
Oegstgeest,LP (Libertaire Partij),15
Oegstgeest,NLBeter,12
Oegstgeest,"Blanco (Zeven, A.J.L.B.)",10
Oegstgeest,Lijst Henk Krol,6
Oegstgeest,JEZUS LEEFT,5
Oegstgeest,OPRECHT,4
Oegstgeest,Modern Nederland,1
Oegstgeest,U-Buntu Connected Front,1
Oirschot,VVD,3990
Oirschot,CDA,1811
Oirschot,D66,1661
Oirschot,PVV (Partij voor de Vrijheid),1366
Oirschot,SP (Socialistische Partij),873
Oirschot,Partij van de Arbeid (P.v.d.A.),459
Oirschot,Forum voor Democratie,453
Oirschot,GROENLINKS,350
Oirschot,Partij voor de Dieren,316
Oirschot,JA21,286
Oirschot,BBB,263
Oirschot,Volt,236
Oirschot,50PLUS,145
Oirschot,ChristenUnie,74
Oirschot,CODE ORANJE,28
Oirschot,JONG,24
Oirschot,Piratenpartij,22
Oirschot,Trots op Nederland (TROTS),21
Oirschot,Splinter,19
Oirschot,Staatkundig Gereformeerde Partij (SGP),14
Oirschot,DE FEESTPARTIJ (DFP),12
Oirschot,Lijst Henk Krol,11
Oirschot,NLBeter,11
Oirschot,BIJ1,9
Oirschot,"Blanco (Zeven, A.J.L.B.)",8
Oirschot,OPRECHT,8
Oirschot,DENK,7
Oirschot,LP (Libertaire Partij),4
Oirschot,JEZUS LEEFT,1
Oirschot,NIDA,0
Oirschot,Partij van de Eenheid,0
Oisterwijk,VVD,6643
Oisterwijk,D66,3610
Oisterwijk,CDA,2537
Oisterwijk,PVV (Partij voor de Vrijheid),1894
Oisterwijk,SP (Socialistische Partij),1371
Oisterwijk,Partij van de Arbeid (P.v.d.A.),804
Oisterwijk,GROENLINKS,801
Oisterwijk,Forum voor Democratie,742
Oisterwijk,Partij voor de Dieren,678
Oisterwijk,JA21,486
Oisterwijk,Volt,413
Oisterwijk,50PLUS,231
Oisterwijk,ChristenUnie,177
Oisterwijk,BBB,163
Oisterwijk,DENK,59
Oisterwijk,CODE ORANJE,48
Oisterwijk,Splinter,47
Oisterwijk,BIJ1,35
Oisterwijk,Piratenpartij,28
Oisterwijk,Lijst Henk Krol,25
Oisterwijk,Staatkundig Gereformeerde Partij (SGP),24
Oisterwijk,DE FEESTPARTIJ (DFP),23
Oisterwijk,JONG,23
Oisterwijk,NLBeter,21
Oisterwijk,"Blanco (Zeven, A.J.L.B.)",17
Oisterwijk,LP (Libertaire Partij),15
Oisterwijk,NIDA,9
Oisterwijk,OPRECHT,7
Oisterwijk,JEZUS LEEFT,3
Oisterwijk,Partij van de Eenheid,0
Oisterwijk,U-Buntu Connected Front,0
Oldambt,VVD,3843
Oldambt,PVV (Partij voor de Vrijheid),3736
Oldambt,SP (Socialistische Partij),3077
Oldambt,Partij van de Arbeid (P.v.d.A.),2532
Oldambt,D66,2110
Oldambt,CDA,1750
Oldambt,Forum voor Democratie,1503
Oldambt,ChristenUnie,838
Oldambt,Partij voor de Dieren,784
Oldambt,GROENLINKS,719
Oldambt,BBB,377
Oldambt,JA21,365
Oldambt,50PLUS,271
Oldambt,Volt,204
Oldambt,Staatkundig Gereformeerde Partij (SGP),108
Oldambt,CODE ORANJE,82
Oldambt,Trots op Nederland (TROTS),64
Oldambt,Splinter,60
Oldambt,Piratenpartij,46
Oldambt,DENK,31
Oldambt,NLBeter,30
Oldambt,BIJ1,28
Oldambt,DE FEESTPARTIJ (DFP),25
Oldambt,JONG,23
Oldambt,Lijst Henk Krol,22
Oldambt,OPRECHT,13
Oldambt,NIDA,11
Oldambt,JEZUS LEEFT,8
Oldambt,LP (Libertaire Partij),7
Oldambt,Vrij en Sociaal Nederland,4
Oldambt,U-Buntu Connected Front,1
Oldebroek,ChristenUnie,2914
Oldebroek,Staatkundig Gereformeerde Partij (SGP),2183
Oldebroek,VVD,2153
Oldebroek,CDA,2121
Oldebroek,PVV (Partij voor de Vrijheid),1684
Oldebroek,D66,774
Oldebroek,Forum voor Democratie,691
Oldebroek,SP (Socialistische Partij),487
Oldebroek,Partij van de Arbeid (P.v.d.A.),466
Oldebroek,GROENLINKS,275
Oldebroek,JA21,262
Oldebroek,Partij voor de Dieren,232
Oldebroek,BBB,198
Oldebroek,Volt,107
Oldebroek,50PLUS,83
Oldebroek,JEZUS LEEFT,32
Oldebroek,CODE ORANJE,30
Oldebroek,Splinter,20
Oldebroek,BIJ1,19
Oldebroek,Trots op Nederland (TROTS),18
Oldebroek,JONG,15
Oldebroek,DENK,14
Oldebroek,Piratenpartij,10
Oldebroek,Lijst Henk Krol,5
Oldebroek,NLBeter,5
Oldebroek,"Blanco (Zeven, A.J.L.B.)",4
Oldebroek,LP (Libertaire Partij),3
Oldebroek,OPRECHT,2
Oldebroek,NIDA,1
Oldebroek,U-Buntu Connected Front,0
Oldenzaal,VVD,5182
Oldenzaal,CDA,3951
Oldenzaal,D66,2883
Oldenzaal,PVV (Partij voor de Vrijheid),2347
Oldenzaal,SP (Socialistische Partij),1181
Oldenzaal,Partij van de Arbeid (P.v.d.A.),1027
Oldenzaal,Forum voor Democratie,1010
Oldenzaal,GROENLINKS,660
Oldenzaal,Partij voor de Dieren,461
Oldenzaal,JA21,451
Oldenzaal,Volt,386
Oldenzaal,DENK,232
Oldenzaal,BBB,180
Oldenzaal,50PLUS,177
Oldenzaal,ChristenUnie,172
Oldenzaal,CODE ORANJE,64
Oldenzaal,Splinter,49
Oldenzaal,Piratenpartij,29
Oldenzaal,Trots op Nederland (TROTS),27
Oldenzaal,JONG,26
Oldenzaal,Staatkundig Gereformeerde Partij (SGP),25
Oldenzaal,BIJ1,21
Oldenzaal,Lijst Henk Krol,16
Oldenzaal,NLBeter,15
Oldenzaal,"Blanco (Zeven, A.J.L.B.)",13
Oldenzaal,NIDA,13
Oldenzaal,LP (Libertaire Partij),9
Oldenzaal,OPRECHT,6
Oldenzaal,Wij zijn Nederland,5
Oldenzaal,JEZUS LEEFT,4
Oldenzaal,Partij van de Eenheid,2
Oldenzaal,U-Buntu Connected Front,1
Olst-Wijhe,VVD,2751
Olst-Wijhe,CDA,1777
Olst-Wijhe,D66,1642
Olst-Wijhe,PVV (Partij voor de Vrijheid),1032
Olst-Wijhe,Partij van de Arbeid (P.v.d.A.),963
Olst-Wijhe,BBB,762
Olst-Wijhe,SP (Socialistische Partij),731
Olst-Wijhe,GROENLINKS,540
Olst-Wijhe,Forum voor Democratie,430
Olst-Wijhe,Partij voor de Dieren,392
Olst-Wijhe,ChristenUnie,310
Olst-Wijhe,JA21,230
Olst-Wijhe,Volt,201
Olst-Wijhe,50PLUS,112
Olst-Wijhe,DENK,52
Olst-Wijhe,Staatkundig Gereformeerde Partij (SGP),45
Olst-Wijhe,CODE ORANJE,38
Olst-Wijhe,Splinter,27
Olst-Wijhe,BIJ1,23
Olst-Wijhe,Piratenpartij,22
Olst-Wijhe,Trots op Nederland (TROTS),16
Olst-Wijhe,Lijst Henk Krol,14
Olst-Wijhe,JONG,9
Olst-Wijhe,"Blanco (Zeven, A.J.L.B.)",8
Olst-Wijhe,OPRECHT,7
Olst-Wijhe,LP (Libertaire Partij),6
Olst-Wijhe,NLBeter,6
Olst-Wijhe,Wij zijn Nederland,1
Olst-Wijhe,JEZUS LEEFT,0
Olst-Wijhe,NIDA,0
Olst-Wijhe,Partij van de Eenheid,0
Olst-Wijhe,U-Buntu Connected Front,0
Ommen,CDA,2572
Ommen,VVD,2462
Ommen,ChristenUnie,1323
Ommen,D66,1194
Ommen,PVV (Partij voor de Vrijheid),1026
Ommen,BBB,696
Ommen,Forum voor Democratie,533
Ommen,SP (Socialistische Partij),500
Ommen,Partij van de Arbeid (P.v.d.A.),454
Ommen,GROENLINKS,302
Ommen,Partij voor de Dieren,276
Ommen,Staatkundig Gereformeerde Partij (SGP),228
Ommen,JA21,204
Ommen,Volt,118
Ommen,50PLUS,80
Ommen,CODE ORANJE,57
Ommen,Splinter,27
Ommen,BIJ1,23
Ommen,JEZUS LEEFT,18
Ommen,JONG,14
Ommen,DENK,10
Ommen,Trots op Nederland (TROTS),10
Ommen,"Blanco (Zeven, A.J.L.B.)",9
Ommen,Piratenpartij,8
Ommen,Lijst Henk Krol,6
Ommen,NLBeter,5
Ommen,OPRECHT,3
Ommen,Wij zijn Nederland,3
Ommen,Partij van de Eenheid,1
Ommen,LP (Libertaire Partij),0
Ommen,NIDA,0
Ommen,U-Buntu Connected Front,0
Oost Gelre,VVD,5151
Oost Gelre,CDA,3787
Oost Gelre,D66,2602
Oost Gelre,PVV (Partij voor de Vrijheid),1761
Oost Gelre,BBB,1341
Oost Gelre,SP (Socialistische Partij),1176
Oost Gelre,Forum voor Democratie,829
Oost Gelre,Partij van de Arbeid (P.v.d.A.),829
Oost Gelre,JA21,583
Oost Gelre,GROENLINKS,528
Oost Gelre,Partij voor de Dieren,387
Oost Gelre,Volt,254
Oost Gelre,50PLUS,237
Oost Gelre,ChristenUnie,103
Oost Gelre,DENK,61
Oost Gelre,CODE ORANJE,55
Oost Gelre,Splinter,49
Oost Gelre,Trots op Nederland (TROTS),30
Oost Gelre,Piratenpartij,29
Oost Gelre,JONG,28
Oost Gelre,Staatkundig Gereformeerde Partij (SGP),23
Oost Gelre,Lijst Henk Krol,18
Oost Gelre,"Blanco (Zeven, A.J.L.B.)",15
Oost Gelre,BIJ1,13
Oost Gelre,NLBeter,12
Oost Gelre,LP (Libertaire Partij),5
Oost Gelre,JEZUS LEEFT,4
Oost Gelre,OPRECHT,4
Oost Gelre,NIDA,3
Oost Gelre,U-Buntu Connected Front,0
Oosterhout,VVD,9281
Oosterhout,D66,4902
Oosterhout,PVV (Partij voor de Vrijheid),4242
Oosterhout,CDA,2920
Oosterhout,SP (Socialistische Partij),2296
Oosterhout,Partij van de Arbeid (P.v.d.A.),1719
Oosterhout,Forum voor Democratie,1667
Oosterhout,GROENLINKS,1233
Oosterhout,Partij voor de Dieren,941
Oosterhout,DENK,872
Oosterhout,JA21,767
Oosterhout,Volt,590
Oosterhout,50PLUS,417
Oosterhout,ChristenUnie,355
Oosterhout,BBB,198
Oosterhout,Splinter,115
